"","GeneID","Chr","Start","End","Strand","Length"
"3571","gene-YKR046C","NC_001143.9","524223","525074","-",852
"3572","gene-YKR048C","NC_001143.9","525387","526640","-",1254
"3573","gene-YKR049C","NC_001143.9","526830","527231","-",402
"3574","gene-YKR050W","NC_001143.9","527815","530484","+",2670
"3575","gene-YKR051W","NC_001143.9","530946","532202","+",1257
"3576","gene-YKR052C","NC_001143.9","532550","533464","-",915
"3577","gene-YKR053C","NC_001143.9","534067","535281","-",1215
"3578","gene-YKR054C","NC_001143.9","535647","547925","-",12279
"3579","gene-YKR055W","NC_001143.9","548216","549091","+",876
"3580","gene-YKR056W","NC_001143.9","549448","551367","+",1920
"3581","gene-YKR057W","NC_001143.9;NC_001143.9","551657;552003","551680;552242","+;+",264
"3582","gene-YKR058W","NC_001143.9","552770","554620","+",1851
"3583","gene-YKR059W","NC_001143.9","554987","556174","+",1188
"3584","gene-YKR060W","NC_001143.9","556518","557342","+",825
"3585","gene-YKR061W","NC_001143.9","557677","558954","+",1278
"3586","gene-YKR062W","NC_001143.9","559666","560652","+",987
"3587","gene-YKR063C","NC_001143.9","560789","562297","-",1509
"3588","gene-YKR064W","NC_001143.9","562547","565138","+",2592
"3589","gene-YKR065C","NC_001143.9","565299","565892","-",594
"3590","gene-YKR066C","NC_001143.9","566113","567198","-",1086
"3591","gene-YKR067W","NC_001143.9","567918","570149","+",2232
"3592","gene-YKR068C","NC_001143.9","570328","570909","-",582
"3593","gene-YKR069W","NC_001143.9","571612","573393","+",1782
"3594","gene-YKR070W","NC_001143.9","573574","574632","+",1059
"3595","gene-YKR071C","NC_001143.9","574934","575980","-",1047
"3596","gene-YKR072C","NC_001143.9","576435","578123","-",1689
"3597","gene-YKR073C","NC_001143.9","578187","578507","-",321
"3598","gene-YKR074W","NC_001143.9","579209","579676","+",468
"3599","gene-YKR075C","NC_001143.9","579827","580750","-",924
"3600","gene-YKR076W","NC_001143.9","582283","583395","+",1113
"3601","gene-YKR077W","NC_001143.9","583653","584744","+",1092
"3602","gene-YKR078W","NC_001143.9","584952","586709","+",1758
"3603","gene-YKR079C","NC_001143.9","586789","589305","-",2517
"3604","gene-YKR080W","NC_001143.9","590395","591357","+",963
"3605","gene-YKR081C","NC_001143.9","591506","592540","-",1035
"3606","gene-YKR082W","NC_001143.9","592825","596298","+",3474
"3607","gene-YKR083C","NC_001143.9","596421","596822","-",402
"3608","gene-YKR084C","NC_001143.9","597055","598890","-",1836
"3609","gene-YKR085C","NC_001143.9","599094","599681","-",588
"3610","gene-YKR086W","NC_001143.9","599857","603072","+",3216
"3611","gene-YKR087C","NC_001143.9","603195","604232","-",1038
"3612","gene-YKR088C","NC_001143.9","604405","605418","-",1014
"3613","gene-YKR089C","NC_001143.9","605633","608365","-",2733
"3614","gene-YKR090W","NC_001143.9","608946","611066","+",2121
"3615","gene-YKR091W","NC_001143.9","611525","612265","+",741
"3616","gene-YKR092C","NC_001143.9","612665","613885","-",1221
"3617","gene-YKR093W","NC_001143.9","615730","617535","+",1806
"3618","gene-YKR094C","NC_001143.9;NC_001143.9","617996;618743","618374;618750","-;-",387
"3619","gene-YKR095W","NC_001143.9","619805","625432","+",5628
"3620","gene-YKR095W-A","NC_001143.9;NC_001143.9","625864;625977","625901;626205","+;+",267
"3621","gene-YKR096W","NC_001143.9","626793","630380","+",3588
"3622","gene-YKR097W","NC_001143.9","631152","632801","+",1650
"3623","gene-YKR098C","NC_001143.9","633026","635179","-",2154
"3624","gene-YKR099W","NC_001143.9","635851","638286","+",2436
"3625","gene-YKR100C","NC_001143.9","638901","639968","-",1068
"3626","gene-YKR101W","NC_001143.9","640540","642504","+",1965
"3627","gene-YKR102W","NC_001143.9","646356","649865","+",3510
"3628","gene-YKR103W","NC_001143.9","653080","656736","+",3657
"3629","gene-YKR104W","NC_001143.9","656836","657756","+",921
"3630","gene-YKR105C","NC_001143.9","658716","660464","-",1749
"3631","gene-YKR106W","NC_001143.9","661442","663289","+",1848
"3632","gene-YLL001W","NC_001144.5","147890","150163","+",2274
"3633","gene-YLL002W","NC_001144.5","146291","147601","+",1311
"3634","gene-YLL003W","NC_001144.5","143201","146041","+",2841
"3635","gene-YLL004W","NC_001144.5","141073","142923","+",1851
"3636","gene-YLL005C","NC_001144.5","137940","140546","-",2607
"3637","gene-YLL006W","NC_001144.5","136586","137866","+",1281
"3638","gene-YLL006W-A","NC_001144.5","136345","136521","+",177
"3639","gene-YLL007C","NC_001144.5","134302","136299","-",1998
"3640","gene-YLL008W","NC_001144.5","131729","133987","+",2259
"3641","gene-YLL009C","NC_001144.5","131205","131414","-",210
"3642","gene-YLL010C","NC_001144.5","129330","130613","-",1284
"3643","gene-YLL011W","NC_001144.5","127523","128992","+",1470
"3644","gene-YLL012W","NC_001144.5","125534","127255","+",1722
"3645","gene-YLL013C","NC_001144.5","122075","124714","-",2640
"3646","gene-YLL014W","NC_001144.5","121322","121648","+",327
"3647","gene-YLL015W","NC_001144.5","116432","121111","+",4680
"3648","gene-YLL016W","NC_001144.5","112847","115993","+",3147
"3649","gene-YLL017W","NC_001144.5","112234","112545","+",312
"3650","gene-YLL018C","NC_001144.5","109902","111575","-",1674
"3651","gene-YLL018C-A","NC_001144.5","108676","108972","-",297
"3652","gene-YLL019C","NC_001144.5","105686","107899","-",2214
"3653","gene-YLL021W","NC_001144.5","100947","105347","+",4401
"3654","gene-YLL022C","NC_001144.5","99044","100201","-",1158
"3655","gene-YLL023C","NC_001144.5","97997","98836","-",840
"3656","gene-YLL024C","NC_001144.5","95566","97485","-",1920
"3657","gene-YLL025W","NC_001144.5","94747","95121","+",375
"3658","gene-YLL026W","NC_001144.5","88623","91349","+",2727
"3659","gene-YLL027W","NC_001144.5","87403","88155","+",753
"3660","gene-YLL028W","NC_001144.5","84804","86564","+",1761
"3661","gene-YLL029W","NC_001144.5","81461","83710","+",2250
"3662","gene-YLL030C","NC_001144.5","80356","80697","-",342
"3663","gene-YLL031C","NC_001144.5","77152","80205","-",3054
"3664","gene-YLL032C","NC_001144.5","74270","76747","-",2478
"3665","gene-YLL033W","NC_001144.5","73409","74101","+",693
"3666","gene-YLL034C","NC_001144.5","70633","73146","-",2514
"3667","gene-YLL035W","NC_001144.5","68580","70478","+",1899
"3668","gene-YLL036C","NC_001144.5","66745","68256","-",1512
"3669","gene-YLL038C","NC_001144.5","65775","66518","-",744
"3670","gene-YLL039C","NC_001144.5","64062","65207","-",1146
"3671","gene-YLL040C","NC_001144.5","54211","63645","-",9435
"3672","gene-YLL041C","NC_001144.5","53131","53931","-",801
"3673","gene-YLL042C","NC_001144.5","52087","52590","-",504
"3674","gene-YLL043W","NC_001144.5","49938","51947","+",2010
"3675","gene-YLL045C","NC_001144.5","47859","48629","-",771
"3676","gene-YLL046C","NC_001144.5","46714","47463","-",750
"3677","gene-YLL048C","NC_001144.5","41280","46265","-",4986
"3678","gene-YLL049W","NC_001144.5","40666","41205","+",540
"3679","gene-YLL050C","NC_001144.5;NC_001144.5","39804;40401","40221;40414","-;-",432
"3680","gene-YLL051C","NC_001144.5","37333","39471","-",2139
"3681","gene-YLL052C","NC_001144.5","35912","36361","-",450
"3682","gene-YLL053C","NC_001144.5","35503","35961","-",459
"3683","gene-YLL054C","NC_001144.5","32673","35204","-",2532
"3684","gene-YLL055W","NC_001144.5","30109","31704","+",1596
"3685","gene-YLL056C","NC_001144.5","27409","28305","-",897
"3686","gene-YLL057C","NC_001144.5","25756","26994","-",1239
"3687","gene-YLL058W","NC_001144.5","23569","25296","+",1728
"3688","gene-YLL060C","NC_001144.5","21138","21839","-",702
"3689","gene-YLL061W","NC_001144.5","17956","19707","+",1752
"3690","gene-YLL062C","NC_001144.5","16639","17613","-",975
"3691","gene-YLL063C","NC_001144.5","14648","16072","-",1425
"3692","gene-YLL064C","NC_001144.5","13083","13445","-",363
"3693","gene-YLL066C","NC_001144.5;NC_001144.5","6120;9550","9450;9836","-;-",3618
"3694","gene-YLL066W-B","NC_001144.5","5605","5775","+",171
"3695","gene-YLL067C","NC_001144.5;NC_001144.5","585;4015","3915;4301","-;-",3618
"3696","gene-YLR001C","NC_001144.5","151389","153977","-",2589
"3697","gene-YLR002C","NC_001144.5","154343","156334","-",1992
"3698","gene-YLR003C","NC_001144.5","156855","157730","-",876
"3699","gene-YLR004C","NC_001144.5","157934","159505","-",1572
"3700","gene-YLR005W","NC_001144.5","160049","161434","+",1386
"3701","gene-YLR006C","NC_001144.5","161755","163893","-",2139
"3702","gene-YLR007W","NC_001144.5","164392","165402","+",1011
"3703","gene-YLR008C","NC_001144.5","165577","166083","-",507
"3704","gene-YLR009W","NC_001144.5","166537","167136","+",600
"3705","gene-YLR010C","NC_001144.5","167320","167802","-",483
"3706","gene-YLR011W","NC_001144.5","169103","169678","+",576
"3707","gene-YLR012C","NC_001144.5","169982","170281","-",300
"3708","gene-YLR013W","NC_001144.5","171339","171764","+",426
"3709","gene-YLR014C","NC_001144.5","172268","174982","-",2715
"3710","gene-YLR015W","NC_001144.5","175227","176744","+",1518
"3711","gene-YLR016C","NC_001144.5","176802","177416","-",615
"3712","gene-YLR017W","NC_001144.5","177608","178621","+",1014
"3713","gene-YLR018C","NC_001144.5","178707","179606","-",900
"3714","gene-YLR019W","NC_001144.5","180288","181481","+",1194
"3715","gene-YLR020C","NC_001144.5","181789","183405","-",1617
"3716","gene-YLR021W","NC_001144.5","183623","184162","+",540
"3717","gene-YLR022C","NC_001144.5","184174","184926","-",753
"3718","gene-YLR023C","NC_001144.5","185498","187129","-",1632
"3719","gene-YLR024C","NC_001144.5","187663","193281","-",5619
"3720","gene-YLR025W","NC_001144.5","194452","195174","+",723
"3721","gene-YLR026C","NC_001144.5","195450","196472","-",1023
"3722","gene-YLR027C","NC_001144.5","196829","198085","-",1257
"3723","gene-YLR028C","NC_001144.5","199540","201315","-",1776
"3724","gene-YLR029C","NC_001144.5","201976","202590","-",615
"3725","gene-YLR030W","NC_001144.5","203290","204081","+",792
"3726","gene-YLR031W","NC_001144.5","204225","204785","+",561
"3727","gene-YLR032W","NC_001144.5","204991","208500","+",3510
"3728","gene-YLR033W","NC_001144.5","208761","210269","+",1509
"3729","gene-YLR034C","NC_001144.5","210512","211933","-",1422
"3730","gene-YLR035C","NC_001144.5","212369","214456","-",2088
"3731","gene-YLR035C-A","NC_001144.5","215440","218907","-",3468
"3732","gene-YLR036C","NC_001144.5","221521","222132","-",612
"3733","gene-YLR037C","NC_001144.5","222685","223059","-",375
"3734","gene-YLR038C","NC_001144.5","224921","225172","-",252
"3735","gene-YLR039C","NC_001144.5","225426","228596","-",3171
"3736","gene-YLR040C","NC_001144.5","228908","229582","-",675
"3737","gene-YLR042C","NC_001144.5","229966","230451","-",486
"3738","gene-YLR043C","NC_001144.5","231702","232013","-",312
"3739","gene-YLR044C","NC_001144.5","232390","234081","-",1692
"3740","gene-YLR045C","NC_001144.5","235037","237703","-",2667
"3741","gene-YLR046C","NC_001144.5","238001","238813","-",813
"3742","gene-YLR047C","NC_001144.5","239347","241407","-",2061
"3743","gene-YLR048W","NC_001144.5;NC_001144.5","242232;242681","242321;243349","+;+",759
"3744","gene-YLR049C","NC_001144.5","243886","245172","-",1287
"3745","gene-YLR050C","NC_001144.5","245587","246072","-",486
"3746","gene-YLR051C","NC_001144.5","246324","246977","-",654
"3747","gene-YLR052W","NC_001144.5","247201","247953","+",753
"3748","gene-YLR053C","NC_001144.5","248100","248426","-",327
"3749","gene-YLR054C","NC_001144.5;NC_001144.5","248717;250948","250860;250978","-;-",2175
"3750","gene-YLR055C","NC_001144.5","251272","253080","-",1809
"3751","gene-YLR056W","NC_001144.5","253861","254958","+",1098
"3752","gene-YLR057W","NC_001144.5","255306","257855","+",2550
"3753","gene-YLR058C","NC_001144.5","257992","259401","-",1410
"3754","gene-YLR059C","NC_001144.5","259738","260547","-",810
"3755","gene-YLR060W","NC_001144.5","260979","262766","+",1788
"3756","gene-YLR061W","NC_001144.5;NC_001144.5","263194;263595","263205;263948","+;+",366
"3757","gene-YLR063W","NC_001144.5","264157","265254","+",1098
"3758","gene-YLR064W","NC_001144.5","265456","266277","+",822
"3759","gene-YLR065C","NC_001144.5","266373","266918","-",546
"3760","gene-YLR066W","NC_001144.5","267169","267723","+",555
"3761","gene-YLR067C","NC_001144.5","267813","270710","-",2898
"3762","gene-YLR068W","NC_001144.5","271008","271463","+",456
"3763","gene-YLR069C","NC_001144.5","271630","273915","-",2286
"3764","gene-YLR070C","NC_001144.5","274141","275211","-",1071
"3765","gene-YLR071C","NC_001144.5","275378","278626","-",3249
"3766","gene-YLR072W","NC_001144.5","278862","280943","+",2082
"3767","gene-YLR073C","NC_001144.5","281019","281621","-",603
"3768","gene-YLR074C","NC_001144.5","281956","282456","-",501
"3769","gene-YLR075W","NC_001144.5","282927","283592","+",666
"3770","gene-YLR077W","NC_001144.5","283872","285623","+",1752
"3771","gene-YLR078C","NC_001144.5;NC_001144.5","285736;286557","286467;286559","-;-",735
"3772","gene-YLR079W","NC_001144.5","286820","287674","+",855
"3773","gene-YLR080W","NC_001144.5","287916","289250","+",1335
"3774","gene-YLR081W","NC_001144.5","290212","291936","+",1725
"3775","gene-YLR082C","NC_001144.5","292394","293572","-",1179
"3776","gene-YLR083C","NC_001144.5","294091","296094","-",2004
"3777","gene-YLR084C","NC_001144.5","296589","300251","-",3663
"3778","gene-YLR085C","NC_001144.5","300673","301989","-",1317
"3779","gene-YLR086W","NC_001144.5","302243","306499","+",4257
"3780","gene-YLR087C","NC_001144.5","306855","315731","-",8877
"3781","gene-YLR088W","NC_001144.5","316107","317951","+",1845
"3782","gene-YLR089C","NC_001144.5","318237","320015","-",1779
"3783","gene-YLR090W","NC_001144.5","320701","322080","+",1380
"3784","gene-YLR091W","NC_001144.5","322297","323178","+",882
"3785","gene-YLR092W","NC_001144.5","323544","326225","+",2682
"3786","gene-YLR093C","NC_001144.5;NC_001144.5","326513;327400","327258;327415","-;-",762
"3787","gene-YLR094C","NC_001144.5","327730","329238","-",1509
"3788","gene-YLR095C","NC_001144.5","329677","332115","-",2439
"3789","gene-YLR096W","NC_001144.5","332590","336033","+",3444
"3790","gene-YLR097C","NC_001144.5","336231","337265","-",1035
"3791","gene-YLR098C","NC_001144.5","337527","339473","-",1947
"3792","gene-YLR099C","NC_001144.5","339744","340928","-",1185
"3793","gene-YLR099W-A","NC_001144.5","341325","341588","+",264
"3794","gene-YLR100W","NC_001144.5","341810","342853","+",1044
"3795","gene-YLR102C","NC_001144.5","342970","343767","-",798
"3796","gene-YLR103C","NC_001144.5","343989","345941","-",1953
"3797","gene-YLR104W","NC_001144.5","346585","346980","+",396
"3798","gene-YLR105C","NC_001144.5","347047","348180","-",1134
"3799","gene-YLR106C","NC_001144.5","349006","363738","-",14733
"3800","gene-YLR107W","NC_001144.5","364116","365330","+",1215
"3801","gene-YLR108C","NC_001144.5","366667","368124","-",1458
"3802","gene-YLR109W","NC_001144.5","368781","369311","+",531
"3803","gene-YLR110C","NC_001144.5","369697","370098","-",402
"3804","gene-YLR111W","NC_001144.5","370391","370723","+",333
"3805","gene-YLR112W","NC_001144.5","370791","371210","+",420
"3806","gene-YLR113W","NC_001144.5","371620","372927","+",1308
"3807","gene-YLR114C","NC_001144.5","374944","377238","-",2295
"3808","gene-YLR115W","NC_001144.5","377985","380564","+",2580
"3809","gene-YLR116W","NC_001144.5","380822","382252","+",1431
"3810","gene-YLR117C","NC_001144.5","382471","384534","-",2064
"3811","gene-YLR118C","NC_001144.5","384725","385408","-",684
"3812","gene-YLR119W","NC_001144.5","385534","386175","+",642
"3813","gene-YLR120C","NC_001144.5","386511","388220","-",1710
"3814","gene-YLR121C","NC_001144.5","388744","390270","-",1527
"3815","gene-YLR122C","NC_001144.5","390954","391331","-",378
"3816","gene-YLR125W","NC_001144.5","393484","393894","+",411
"3817","gene-YLR126C","NC_001144.5","394765","395520","-",756
"3818","gene-YLR127C","NC_001144.5","395758","398319","-",2562
"3819","gene-YLR128W","NC_001144.5;NC_001144.5","398530;398627","398532;399433","+;+",810
"3820","gene-YLR129W","NC_001144.5","399657","402488","+",2832
"3821","gene-YLR130C","NC_001144.5","402794","404062","-",1269
"3822","gene-YLR131C","NC_001144.5","404510","406822","-",2313
"3823","gene-YLR132C","NC_001144.5","407283","408155","-",873
"3824","gene-YLR133W","NC_001144.5","408445","410193","+",1749
"3825","gene-YLR134W","NC_001144.5","410723","412414","+",1692
"3826","gene-YLR135W","NC_001144.5","413281","415527","+",2247
"3827","gene-YLR136C","NC_001144.5","415801","416658","-",858
"3828","gene-YLR137W","NC_001144.5","417006","418109","+",1104
"3829","gene-YLR138W","NC_001144.5","418437","421394","+",2958
"3830","gene-YLR139C","NC_001144.5","421542","423473","-",1932
"3831","gene-YLR141W","NC_001144.5","423683","424774","+",1092
"3832","gene-YLR142W","NC_001144.5","425186","426616","+",1431
"3833","gene-YLR143W","NC_001144.5","427329","429386","+",2058
"3834","gene-YLR144C","NC_001144.5","429677","432016","-",2340
"3835","gene-YLR145W","NC_001144.5","432168","432773","+",606
"3836","gene-YLR146C","NC_001144.5","432823","433725","-",903
"3837","gene-YLR146W-A","NC_001144.5","433870","434058","+",189
"3838","gene-YLR147C","NC_001144.5","434158","434463","-",306
"3839","gene-YLR148W","NC_001144.5","434641","437397","+",2757
"3840","gene-YLR149C","NC_001144.5","437631","439823","-",2193
"3841","gene-YLR150W","NC_001144.5","440467","441288","+",822
"3842","gene-YLR151C","NC_001144.5","441715","442737","-",1023
"3843","gene-YLR152C","NC_001144.5","442958","444688","-",1731
"3844","gene-YLR153C","NC_001144.5","445524","447575","-",2052
"3845","gene-YLR154C","NC_001144.5","447982","448314","-",333
"3846","gene-YLR154C-G","NC_001144.5","462522","462671","-",150
"3847","gene-YLR154C-H","NC_001144.5","468827","468958","-",132
"3848","gene-YLR154W-C","NC_001144.5","454696","455070","+",375
"3849","gene-YLR155C","NC_001144.5","469317","470405","-",1089
"3850","gene-YLR156C-A","NC_001144.5","472479","472610","-",132
"3851","gene-YLR156W","NC_001144.5","472113","472457","+",345
"3852","gene-YLR157C","NC_001144.5","472969","474057","-",1089
"3853","gene-YLR157C-A","NC_001144.5","480279","481601","-",1323
"3854","gene-YLR157C-B","NC_001144.5","476333","481601","-",5269
"3855","gene-YLR157C-C","NC_001144.5","482059","482190","-",132
"3856","gene-YLR157W-D","NC_001144.5","475764","475976","+",213
"3857","gene-YLR157W-E","NC_001144.5","481873","482037","+",165
"3858","gene-YLR158C","NC_001144.5","482549","483637","-",1089
"3859","gene-YLR159C-A","NC_001144.5","485711","485842","-",132
"3860","gene-YLR159W","NC_001144.5","485345","485689","+",345
"3861","gene-YLR160C","NC_001144.5","486201","487289","-",1089
"3862","gene-YLR161W","NC_001144.5","488997","489341","+",345
"3863","gene-YLR162W","NC_001144.5","489573","489929","+",357
"3864","gene-YLR162W-A","NC_001144.5","490406","490594","+",189
"3865","gene-YLR163C","NC_001144.5","491866","493254","-",1389
"3866","gene-YLR164W","NC_001144.5","493883","494389","+",507
"3867","gene-YLR165C","NC_001144.5","494494","495258","-",765
"3868","gene-YLR166C","NC_001144.5","495429","498044","-",2616
"3869","gene-YLR167W","NC_001144.5","498947","499405","+",459
"3870","gene-YLR168C","NC_001144.5","499578","500270","-",693
"3871","gene-YLR170C","NC_001144.5","500579","501049","-",471
"3872","gene-YLR172C","NC_001144.5","501260","502162","-",903
"3873","gene-YLR173W","NC_001144.5","502421","504247","+",1827
"3874","gene-YLR174W","NC_001144.5","504591","505829","+",1239
"3875","gene-YLR175W","NC_001144.5","506134","507585","+",1452
"3876","gene-YLR176C","NC_001144.5","507797","510232","-",2436
"3877","gene-YLR177W","NC_001144.5","511054","512940","+",1887
"3878","gene-YLR178C","NC_001144.5","513162","513821","-",660
"3879","gene-YLR179C","NC_001144.5","514108","514713","-",606
"3880","gene-YLR180W","NC_001144.5","515262","516410","+",1149
"3881","gene-YLR181C","NC_001144.5","516678","517670","-",993
"3882","gene-YLR182W","NC_001144.5","517940","520351","+",2412
"3883","gene-YLR183C","NC_001144.5","520543","522012","-",1470
"3884","gene-YLR185W","NC_001144.5;NC_001144.5","522663;523029","522669;523288","+;+",267
"3885","gene-YLR186W","NC_001144.5","523632","524390","+",759
"3886","gene-YLR187W","NC_001144.5","524865","527945","+",3081
"3887","gene-YLR188W","NC_001144.5","528300","530387","+",2088
"3888","gene-YLR189C","NC_001144.5","530797","534393","-",3597
"3889","gene-YLR190W","NC_001144.5","535214","536689","+",1476
"3890","gene-YLR191W","NC_001144.5","537272","538432","+",1161
"3891","gene-YLR192C","NC_001144.5","538792","539589","-",798
"3892","gene-YLR193C","NC_001144.5","540009","540536","-",528
"3893","gene-YLR194C","NC_001144.5","540809","541573","-",765
"3894","gene-YLR195C","NC_001144.5","541937","543304","-",1368
"3895","gene-YLR196W","NC_001144.5","543968","545698","+",1731
"3896","gene-YLR197W","NC_001144.5","546097","547611","+",1515
"3897","gene-YLR199C","NC_001144.5;NC_001144.5","547853;548764","548677;548769","-;-",831
"3898","gene-YLR200W","NC_001144.5","549012","549356","+",345
"3899","gene-YLR201C","NC_001144.5","549511","550293","-",783
"3900","gene-YLR203C","NC_001144.5","550650","551960","-",1311
"3901","gene-YLR204W","NC_001144.5","552270","552605","+",336
"3902","gene-YLR205C","NC_001144.5","552724","553677","-",954
"3903","gene-YLR206W","NC_001144.5","554578","556419","+",1842
"3904","gene-YLR207W","NC_001144.5","556788","559289","+",2502
"3905","gene-YLR208W","NC_001144.5","559551","560444","+",894
"3906","gene-YLR209C","NC_001144.5","560797","561732","-",936
"3907","gene-YLR210W","NC_001144.5","562008","563390","+",1383
"3908","gene-YLR211C","NC_001144.5;NC_001144.5","563792;564514","564454;564531","-;-",681
"3909","gene-YLR212C","NC_001144.5","564860","566281","-",1422
"3910","gene-YLR213C","NC_001144.5","566654","567922","-",1269
"3911","gene-YLR214W","NC_001144.5","568567","570627","+",2061
"3912","gene-YLR215C","NC_001144.5","570776","571858","-",1083
"3913","gene-YLR216C","NC_001144.5","572096","573211","-",1116
"3914","gene-YLR218C","NC_001144.5","573466","573918","-",453
"3915","gene-YLR219W","NC_001144.5","574151","576337","+",2187
"3916","gene-YLR220W","NC_001144.5","576825","577793","+",969
"3917","gene-YLR221C","NC_001144.5","578362","579024","-",663
"3918","gene-YLR222C","NC_001144.5","579318","581771","-",2454
"3919","gene-YLR223C","NC_001144.5","582233","585490","-",3258
"3920","gene-YLR224W","NC_001144.5","586464","587573","+",1110
"3921","gene-YLR225C","NC_001144.5","587695","588918","-",1224
"3922","gene-YLR226W","NC_001144.5","589354","590541","+",1188
"3923","gene-YLR227C","NC_001144.5","590562","592043","-",1482
"3924","gene-YLR227W-A","NC_001144.5","593438","594760","+",1323
"3925","gene-YLR227W-B","NC_001144.5","593438","598706","+",5269
"3926","gene-YLR228C","NC_001144.5","600019","602463","-",2445
"3927","gene-YLR229C","NC_001144.5","604212","604787","-",576
"3928","gene-YLR231C","NC_001144.5","605758","607119","-",1362
"3929","gene-YLR233C","NC_001144.5","607425","609524","-",2100
"3930","gene-YLR234W","NC_001144.5","609783","611753","+",1971
"3931","gene-YLR236C","NC_001144.5","611794","612117","-",324
"3932","gene-YLR237W","NC_001144.5","612367","614163","+",1797
"3933","gene-YLR238W","NC_001144.5","614755","616191","+",1437
"3934","gene-YLR239C","NC_001144.5","616332","617318","-",987
"3935","gene-YLR240W","NC_001144.5","617533","620160","+",2628
"3936","gene-YLR241W","NC_001144.5","620473","622821","+",2349
"3937","gene-YLR242C","NC_001144.5","622918","623883","-",966
"3938","gene-YLR243W","NC_001144.5","624203","625021","+",819
"3939","gene-YLR244C","NC_001144.5","625168","626331","-",1164
"3940","gene-YLR245C","NC_001144.5","626502","626930","-",429
"3941","gene-YLR246W","NC_001144.5","627118","628197","+",1080
"3942","gene-YLR247C","NC_001144.5","628684","633354","-",4671
"3943","gene-YLR248W","NC_001144.5","634252","636084","+",1833
"3944","gene-YLR249W","NC_001144.5","636780","639914","+",3135
"3945","gene-YLR250W","NC_001144.5","640317","641021","+",705
"3946","gene-YLR251W","NC_001144.5","641464","642057","+",594
"3947","gene-YLR253W","NC_001144.5","642627","644336","+",1710
"3948","gene-YLR254C","NC_001144.5","644404","644973","-",570
"3949","gene-YLR255C","NC_001144.5","645600","645953","-",354
"3950","gene-YLR256W","NC_001144.5","646415","650923","+",4509
"3951","gene-YLR256W-A","NC_001144.5","651117","652439","+",1323
"3952","gene-YLR257W","NC_001144.5","658826","659791","+",966
"3953","gene-YLR258W","NC_001144.5","660716","662833","+",2118
"3954","gene-YLR259C","NC_001144.5","663284","665002","-",1719
"3955","gene-YLR260W","NC_001144.5","665844","667907","+",2064
"3956","gene-YLR261C","NC_001144.5","668237","668563","-",327
"3957","gene-YLR262C","NC_001144.5","668244","668891","-",648
"3958","gene-YLR262C-A","NC_001144.5","669468","669662","-",195
"3959","gene-YLR263W","NC_001144.5","670340","672823","+",2484
"3960","gene-YLR264C-A","NC_001144.5","673828","673944","-",117
"3961","gene-YLR264W","NC_001144.5","673131","673334","+",204
"3962","gene-YLR265C","NC_001144.5","674427","675455","-",1029
"3963","gene-YLR266C","NC_001144.5","675619","677724","-",2106
"3964","gene-YLR267W","NC_001144.5","678212","679924","+",1713
"3965","gene-YLR268W","NC_001144.5","680200","680844","+",645
"3966","gene-YLR270W","NC_001144.5","681186","682238","+",1053
"3967","gene-YLR271W","NC_001144.5","682737","683561","+",825
"3968","gene-YLR272C","NC_001144.5","683672","687202","-",3531
"3969","gene-YLR273C","NC_001144.5","689083","691029","-",1947
"3970","gene-YLR274W","NC_001144.5","691555","693882","+",2328
"3971","gene-YLR275W","NC_001144.5;NC_001144.5","694378;694473","694382;694800","+;+",333
"3972","gene-YLR276C","NC_001144.5","695046","696830","-",1785
"3973","gene-YLR277C","NC_001144.5","697156","699495","-",2340
"3974","gene-YLR278C","NC_001144.5","699999","704024","-",4026
"3975","gene-YLR281C","NC_001144.5","704493","704960","-",468
"3976","gene-YLR283W","NC_001144.5","705186","706130","+",945
"3977","gene-YLR284C","NC_001144.5","706198","707040","-",843
"3978","gene-YLR285C-A","NC_001144.5","708168","708338","-",171
"3979","gene-YLR285W","NC_001144.5","707360","708145","+",786
"3980","gene-YLR286C","NC_001144.5","708448","710136","-",1689
"3981","gene-YLR287C","NC_001144.5","710991","712058","-",1068
"3982","gene-YLR287C-A","NC_001144.5;NC_001144.5","712537;713156","712725;713158","-;-",192
"3983","gene-YLR288C","NC_001144.5","713480","714904","-",1425
"3984","gene-YLR289W","NC_001144.5","715089","717026","+",1938
"3985","gene-YLR290C","NC_001144.5","717145","717978","-",834
"3986","gene-YLR291C","NC_001144.5","718317","719462","-",1146
"3987","gene-YLR292C","NC_001144.5","719789","720370","-",582
"3988","gene-YLR293C","NC_001144.5","720771","721430","-",660
"3989","gene-YLR295C","NC_001144.5","721999","722373","-",375
"3990","gene-YLR296W","NC_001144.5","722978","723304","+",327
"3991","gene-YLR297W","NC_001144.5","724044","724433","+",390
"3992","gene-YLR298C","NC_001144.5","724721","725416","-",696
"3993","gene-YLR299W","NC_001144.5","726069","728051","+",1983
"3994","gene-YLR300W","NC_001144.5","728955","730301","+",1347
"3995","gene-YLR301W","NC_001144.5","730825","731559","+",735
"3996","gene-YLR302C","NC_001144.5","732191","732553","-",363
"3997","gene-YLR303W","NC_001144.5","732542","733876","+",1335
"3998","gene-YLR304C","NC_001144.5","735212","737548","-",2337
"3999","gene-YLR305C","NC_001144.5","738161","743863","-",5703
"4000","gene-YLR306W","NC_001144.5;NC_001144.5","744151;744288","744153;744851","+;+",567
"4001","gene-YLR307C-A","NC_001144.5","746848","747111","-",264
